id,order_id,product_id,quantity,unit_price,discount,line_total
184,77,211,3,128.33,15,327.24
185,78,835,4,557.91,15,1896.89
186,78,71,4,594.69,0,2378.76
187,78,177,1,466.36,0,466.36
188,78,696,1,345.86,15,293.98
189,79,734,2,332.91,0,665.82
190,80,602,1,144.77,0,144.77
191,81,744,3,595.19,0,1785.57
192,82,622,2,409.59,0,819.18
193,82,805,1,158.45,20,126.76
194,82,1044,3,364.34,15,929.07
195,83,508,4,492.98,0,1971.92
196,84,120,3,545.76,0,1637.28
197,85,1173,4,612.94,0,2451.76
198,85,690,1,610.02,5,579.52
199,85,32,1,269.33,15,228.93
200,85,936,1,109.41,0,109.41
201,86,919,2,216.62,20,346.59
202,86,702,4,540.73,0,2162.92
203,87,127,1,14.63,0,14.63
204,88,966,1,87.5,0,87.5
205,89,848,4,520.08,0,2080.32
206,90,749,1,433.74,0,433.74
207,90,929,2,503.11,0,1006.22
208,91,1125,1,523.47,0,523.47
209,91,142,3,287.62,0,862.86
210,91,1099,1,463.5,0,463.5
211,91,238,4,101.06,0,404.24
212,92,532,2,349.06,15,593.4
213,93,196,2,385.71,15,655.71
214,93,1083,2,827.74,15,1407.16
215,93,584,3,549.78,0,1649.34
216,93,1006,1,317.24,0,317.24
217,94,165,1,686.07,5,651.77
218,94,953,2,316.18,0,632.36
219,94,481,1,226.3,0,226.3
220,94,714,1,145.6,0,145.6
221,95,43,1,11.47,10,10.32
222,95,932,1,521.78,20,417.42
223,96,23,1,437.59,0,437.59
224,97,864,2,210,0,420
225,97,490,1,173.38,0,173.38
226,98,951,1,134.11,0,134.11
227,98,238,2,101.06,0,202.12
228,98,325,4,649.82,0,2599.28
229,99,1141,1,388.02,0,388.02
230,99,294,4,818.5,0,3274
231,99,4,4,783.15,10,2819.34
232,99,632,1,47.51,20,38.01
233,100,500,3,728.76,0,2186.28
234,101,1142,1,431.49,0,431.49
235,101,915,2,647.88,0,1295.76
236,101,777,1,14.35,0,14.35
237,101,19,1,276.13,10,248.52
238,101,440,1,16.84,0,16.84
239,102,956,3,566.71,20,1360.1
240,102,293,2,301.25,0,602.5
241,102,14,1,499.49,20,399.59
242,103,811,2,229.45,20,367.12
243,103,147,1,175.34,10,157.81
244,103,477,2,71.5,0,143
245,103,1191,2,291.65,20,466.64
246,103,846,2,178.4,0,356.8
247,104,550,3,32.57,0,97.71
248,104,121,2,351.39,0,702.78
249,105,536,3,494.85,0,1484.55
250,106,555,2,502.3,0,1004.6
251,107,838,4,460.87,10,1659.13
252,108,695,1,561.3,0,561.3
253,108,937,1,123.49,10,111.14
254,109,797,1,610.88,0,610.88
255,110,229,1,388.75,0,388.75
256,110,315,1,422.05,0,422.05
257,110,646,3,747,0,2241
258,111,181,3,111.06,10,299.86
259,111,75,4,562.04,20,1798.53
260,112,762,2,530.42,0,1060.84
261,112,545,1,520.37,0,520.37
262,112,728,2,644.31,0,1288.62
263,113,6,4,507.72,0,2030.88
264,113,1068,4,529.66,0,2118.64
265,113,497,2,524.38,0,1048.76
266,114,983,4,587.23,0,2348.92
267,114,76,2,462.5,0,925
268,115,630,1,170.26,0,170.26
269,115,1051,3,201.24,0,603.72
270,115,312,1,72.61,0,72.61
271,116,1048,1,618.5,10,556.65
272,116,40,1,148.85,0,148.85
273,116,668,1,76.16,0,76.16
274,117,253,1,635.3,0,635.3
275,117,836,3,167.51,0,502.53
276,118,1067,1,204.82,0,204.82
277,119,199,1,606.8,0,606.8
278,119,791,1,549.93,0,549.93
279,119,173,4,145.67,0,582.68
280,119,277,3,133.61,0,400.83
281,119,1013,1,83.73,15,71.17
282,120,19,2,276.13,0,552.26
283,120,554,1,552.72,0,552.72
284,121,974,1,39.81,0,39.81
285,121,847,1,535.39,0,535.39
286,121,734,2,332.91,0,665.82
287,121,687,1,511.3,5,485.74
288,121,886,1,138.17,15,117.44
289,122,757,1,267.15,0,267.15
290,122,1043,1,428.18,0,428.18
291,123,819,3,474.91,10,1282.26
292,123,903,2,294.98,0,589.96
293,123,598,2,41.92,0,83.84
294,123,490,1,173.38,0,173.38
295,123,181,2,111.06,0,222.12
296,124,1011,1,111.33,20,89.06
297,124,505,3,426.24,15,1086.91
298,124,1048,2,618.5,0,1237
299,124,456,3,549.29,0,1647.87
300,124,926,3,148.15,0,444.45
301,125,13,2,761.84,5,1447.5
302,125,290,1,625.08,20,500.06
303,125,189,2,344.38,0,688.76
304,126,931,3,354.76,0,1064.28
305,126,1143,4,506.08,0,2024.32
306,126,401,3,355.89,10,960.9
307,126,651,1,441.05,20,352.84
308,126,1078,2,320.04,0,640.08
309,127,1011,1,111.33,0,111.33
310,127,1164,1,626.23,0,626.23
311,127,341,1,322.65,0,322.65
312,127,24,2,652.94,10,1175.29
313,128,519,3,551.26,0,1653.78
314,128,1140,1,249.88,10,224.89
315,128,589,1,532.95,0,532.95
316,129,1046,1,556.03,0,556.03
317,129,323,3,747.18,0,2241.54
318,130,571,2,12.02,5,22.84
319,130,467,1,279.55,0,279.55
320,130,121,4,351.39,0,1405.56
321,130,366,1,366.71,0,366.71
322,131,126,1,393.11,0,393.11
323,132,734,1,332.91,0,332.91
324,132,1026,1,391.59,0,391.59
325,132,319,1,626.52,0,626.52
326,133,753,2,200.94,15,341.6
327,134,14,1,499.49,20,399.59
328,135,504,1,421.16,20,336.93
329,135,1191,1,291.65,0,291.65
330,135,181,1,111.06,0,111.06
331,135,874,1,232.78,0,232.78
332,136,772,2,25.04,0,50.08
333,137,381,4,561.48,0,2245.92
334,137,723,4,396.38,10,1426.97
335,137,982,3,401.07,0,1203.21
336,137,749,1,433.74,0,433.74
337,138,277,3,133.61,0,400.83
338,138,178,1,459.83,0,459.83
339,138,83,1,403.76,0,403.76
340,138,621,2,743.99,0,1487.98
341,138,554,4,552.72,0,2210.88
342,139,781,2,734.5,10,1322.1
343,139,509,3,465.85,0,1397.55
344,139,621,2,743.99,5,1413.58
345,139,701,1,113.19,0,113.19
346,140,159,1,192.8,0,192.8
347,141,1191,1,291.65,20,233.32
348,142,358,3,189.77,0,569.31
349,143,1036,4,24.98,0,99.92
350,143,825,4,458.4,0,1833.6
351,143,285,1,79.47,5,75.5
352,143,85,1,41.09,0,41.09
353,144,757,4,267.15,0,1068.6
354,144,687,3,511.3,0,1533.9
355,144,652,1,381.92,0,381.92
356,144,435,1,32.64,20,26.11
357,144,221,1,275.99,10,248.39
358,145,744,3,595.19,0,1785.57
359,145,453,1,162.55,0,162.55
360,146,832,1,70.56,20,56.45
361,147,517,2,204.4,0,408.8
362,147,502,2,57.77,10,103.99
363,147,866,1,218.09,0,218.09
364,148,458,2,513.38,0,1026.76
365,148,695,1,561.3,0,561.3
366,148,1161,2,666.31,0,1332.62
367,149,446,1,157.66,5,149.78
368,149,789,1,451.09,0,451.09
369,149,994,3,88.45,0,265.35
370,149,1015,4,388.26,0,1553.04
371,150,577,2,113.23,0,226.46
372,150,1140,3,249.88,0,749.64
373,150,353,1,230.26,0,230.26
374,150,459,1,558.57,0,558.57
375,150,551,4,185.84,0,743.36
376,151,907,1,375.29,0,375.29
377,151,785,4,316.05,0,1264.2
378,151,456,3,549.29,0,1647.87
379,152,198,1,269.14,0,269.14
380,153,231,2,748.37,0,1496.74
381,153,127,2,14.63,0,29.26
382,153,593,4,63.34,0,253.36
383,153,754,2,530.57,0,1061.14
384,154,854,4,87.35,0,349.4
385,155,336,1,468.62,5,445.19
386,155,632,1,47.51,0,47.51
387,156,911,3,414.43,0,1243.29
388,157,547,4,138.25,15,470.05
389,158,392,3,414.03,0,1242.09
390,158,41,4,193.55,5,735.49
391,158,683,1,574.46,0,574.46
392,158,577,1,113.23,0,113.23
393,159,1090,1,345.86,0,345.86
394,159,1023,4,149.18,20,477.38
395,160,196,1,385.71,0,385.71
396,160,604,3,540.57,0,1621.71
397,160,112,1,393.51,0,393.51
398,160,241,2,472.42,15,803.11
399,161,943,1,457.02,0,457.02
400,161,819,1,474.91,0,474.91
401,162,586,1,613.8,20,491.04
402,162,305,1,302.36,0,302.36
403,162,872,2,191.28,0,382.56
404,163,924,2,13.03,0,26.06
405,164,32,1,269.33,0,269.33
406,164,1055,2,274.41,0,548.82
407,164,468,2,485.7,5,922.83
408,165,336,1,468.62,0,468.62
409,165,1025,2,516.93,0,1033.86
410,165,218,1,596.06,0,596.06
411,165,681,1,428.3,15,364.06
412,165,692,2,126.76,0,253.52
413,166,930,1,243.15,0,243.15
414,166,313,1,180.21,0,180.21
415,167,275,1,765.14,0,765.14
416,167,597,1,630.07,0,630.07
417,167,750,4,535.61,0,2142.44
418,167,504,1,421.16,15,357.99
419,168,1144,4,120.06,0,480.24
420,168,1116,2,643,0,1286
421,168,1076,2,383.64,0,767.28
422,168,22,1,517.48,0,517.48
423,168,134,1,317.5,0,317.5
424,169,1117,1,345.74,5,328.45
425,170,28,1,404.67,20,323.74
426,170,76,1,462.5,0,462.5
427,170,218,2,596.06,0,1192.12
428,170,699,4,482.12,0,1928.48
429,171,1041,3,25.38,0,76.14
430,171,446,4,157.66,0,630.64
431,171,441,4,383.68,0,1534.72
432,171,671,3,595.63,0,1786.89
433,172,1132,1,380,0,380
434,173,243,1,571.81,0,571.81
435,174,212,1,613.61,15,521.57
436,174,15,1,528.49,0,528.49
437,174,645,1,260.47,0,260.47
438,175,124,1,155.07,0,155.07
439,175,1199,4,47.94,15,163
440,175,836,2,167.51,0,335.02
441,176,998,1,355.68,0,355.68
442,176,932,2,521.78,0,1043.56
443,176,142,4,287.62,0,1150.48
444,177,1115,1,486.13,0,486.13
445,177,926,1,148.15,0,148.15
446,177,816,4,21.07,0,84.28
447,178,120,3,545.76,0,1637.28
448,178,627,3,509.96,0,1529.88
449,178,839,4,37.36,0,149.44
450,179,73,3,250.89,0,752.67
451,179,764,4,424.42,5,1612.8
452,179,1108,1,136.13,20,108.9
453,179,94,1,103.46,15,87.94
454,179,276,1,225.77,15,191.9
455,180,520,2,329.19,0,658.38
456,180,1070,1,819.8,20,655.84
457,180,412,3,284.92,0,854.76
458,181,180,1,74.99,10,67.49
459,181,275,4,765.14,20,2448.45
460,182,567,4,42.15,15,143.31
461,182,167,3,158.37,0,475.11
462,182,1010,2,591.96,0,1183.92
463,183,175,4,562.24,5,2136.51
464,183,802,1,461.87,0,461.87
465,184,245,1,169.02,5,160.57
466,184,1183,1,504.48,5,479.26
467,184,192,1,272.83,10,245.55
468,184,722,3,819.6,0,2458.8
469,184,1048,2,618.5,5,1175.15
470,185,604,1,540.57,20,432.46
471,185,157,1,441.2,10,397.08
472,185,57,4,51.91,0,207.64
473,186,98,4,414.95,0,1659.8
474,186,372,4,373.38,0,1493.52
475,186,172,1,430.11,0,430.11
476,187,752,3,17.94,0,53.82
477,188,1005,1,314.75,0,314.75
478,189,372,1,373.38,0,373.38
479,190,281,1,406.76,15,345.75
480,191,416,3,50,20,120
481,191,322,1,594,0,594
482,192,259,2,119.25,15,202.73
483,192,556,4,300.79,20,962.53
484,193,464,1,385.11,0,385.11
485,193,324,1,352.33,0,352.33
486,193,632,4,47.51,0,190.04
487,193,296,2,429.48,5,816.01
488,194,1157,4,135.25,10,486.9
489,195,789,1,451.09,0,451.09
490,195,741,2,322.7,0,645.4
491,196,362,1,605.96,10,545.36
492,196,896,3,257.86,0,773.58
493,196,161,1,411.63,0,411.63
494,197,964,1,75.73,0,75.73
495,197,569,2,243.93,5,463.47
496,198,1030,1,646.95,10,582.26
497,198,593,2,63.34,0,126.68
498,198,85,1,41.09,20,32.87
499,198,907,2,375.29,20,600.46
500,199,1059,1,643.56,0,643.56
501,199,96,1,508.41,20,406.73
502,200,593,1,63.34,0,63.34
503,200,889,1,813.39,20,650.71
504,200,526,2,15.95,0,31.9
505,200,754,1,530.57,0,530.57
506,200,928,1,24.78,10,22.3
507,201,270,1,160.79,0,160.79
508,201,970,1,708.03,0,708.03
509,201,708,1,391.65,0,391.65
510,202,488,1,437.58,0,437.58
511,203,671,1,595.63,0,595.63
512,203,349,1,81.93,0,81.93
513,203,976,1,530.23,5,503.72
514,204,615,4,175.68,0,702.72
515,205,667,1,629.66,0,629.66
516,205,662,3,299.33,10,808.19
517,205,804,3,519.86,20,1247.66
518,205,619,2,47.49,0,94.98
519,206,140,2,691.03,0,1382.06
520,207,441,1,383.68,0,383.68
521,207,252,1,578.59,0,578.59
522,207,786,1,646.52,10,581.87
523,207,884,2,690.23,0,1380.46
524,208,60,1,228.74,0,228.74
525,208,962,2,585.14,0,1170.28
526,208,499,1,107.52,0,107.52
527,208,44,1,514.39,0,514.39
528,209,740,1,488.41,5,463.99
529,210,388,1,191.54,0,191.54
530,211,62,3,92.56,0,277.68
531,211,1022,1,201.69,15,171.44
532,211,745,1,283.43,0,283.43
533,211,988,1,477.44,20,381.95
534,211,848,1,520.08,0,520.08
535,212,969,1,508.97,10,458.07
536,212,495,2,413.13,0,826.26
537,213,1036,2,24.98,0,49.96
538,213,551,1,185.84,0,185.84
539,214,678,1,173.67,0,173.67
540,214,469,2,467.5,0,935
541,215,106,1,343.79,15,292.22
542,215,386,1,500.59,0,500.59
543,216,645,4,260.47,0,1041.88
544,217,769,2,79.03,0,158.06
545,218,129,2,361.57,15,614.67
546,218,838,2,460.87,0,921.74
547,218,488,3,437.58,0,1312.74
548,218,1009,1,446.16,0,446.16
549,219,494,4,366.43,0,1465.72
550,219,312,1,72.61,15,61.72
551,220,1184,1,508.59,0,508.59
552,220,942,1,60.75,0,60.75
553,220,592,1,609.32,5,578.85
554,220,800,2,471.36,0,942.72
555,221,935,2,111.7,0,223.4
556,222,237,1,422.23,10,380.01
557,222,998,3,355.68,15,906.98
558,222,172,1,430.11,0,430.11
559,222,10,3,358.52,20,860.45
560,223,849,4,172.4,0,689.6
561,223,1094,4,61.31,10,220.72
562,224,678,1,173.67,0,173.67
563,225,43,4,11.47,0,45.88
564,226,1121,2,288.91,0,577.82
565,226,72,1,318.87,0,318.87
566,226,599,1,243.35,0,243.35
567,227,1181,3,370.34,0,1111.02
568,228,58,1,357.14,0,357.14
569,228,480,1,485.01,15,412.26
570,228,879,1,195.66,0,195.66
571,229,877,2,743.14,0,1486.28
572,229,1098,2,582.15,0,1164.3
573,229,76,3,462.5,0,1387.5
574,230,893,1,333.15,0,333.15
575,230,264,1,629.65,0,629.65
576,230,201,3,196.56,0,589.68
577,230,144,2,68.16,0,136.32
578,230,13,1,761.84,0,761.84
579,231,15,1,528.49,0,528.49
580,231,1067,3,204.82,0,614.46
581,231,1199,1,47.94,0,47.94
582,231,1181,2,370.34,5,703.65
583,231,699,2,482.12,10,867.82
584,232,161,4,411.63,5,1564.19
585,232,674,3,467.71,0,1403.13
586,232,947,1,131.75,0,131.75
587,232,324,1,352.33,20,281.86
588,232,1034,3,464.16,0,1392.48
589,233,894,2,201.58,0,403.16
590,233,185,1,14.29,5,13.58
591,233,598,2,41.92,0,83.84
592,234,329,1,509.96,15,433.47
593,234,543,2,282.06,0,564.12
594,235,1156,2,468.5,0,937
595,235,942,1,60.75,0,60.75
596,235,667,2,629.66,0,1259.32
597,236,55,1,245.46,0,245.46
598,237,876,2,459.93,0,919.86
599,238,17,4,566.56,0,2266.24
600,239,68,1,392.94,0,392.94
601,239,815,3,427.9,0,1283.7
602,239,1167,4,210.9,0,843.6
603,239,561,1,192.46,0,192.46
604,240,63,2,223.37,0,446.74
605,240,642,3,101.55,0,304.65
606,240,160,1,560.82,0,560.82
607,240,527,1,335.13,10,301.62
608,240,635,2,618.47,20,989.55
609,241,758,1,237.64,0,237.64
610,242,910,1,286.45,0,286.45
611,243,680,3,500.97,0,1502.91
612,243,799,1,290.71,0,290.71
613,244,324,3,352.33,0,1056.99
614,245,412,4,284.92,0,1139.68
615,246,984,4,319.58,0,1278.32
616,246,904,2,310.02,0,620.04
617,246,472,1,607.78,15,516.61
618,246,726,1,29.68,0,29.68
619,246,1122,1,214.89,0,214.89
620,247,163,1,108.01,0,108.01
621,248,87,1,641.7,0,641.7
622,248,634,1,751.64,0,751.64
623,249,762,2,530.42,10,954.76
624,250,665,1,635.5,0,635.5
625,250,118,2,245.84,0,491.68
626,250,666,1,312.07,20,249.66
627,250,1154,1,347.44,0,347.44
628,250,554,1,552.72,5,525.08
629,251,935,2,111.7,0,223.4
630,251,26,1,229.56,0,229.56
631,251,989,3,575.86,0,1727.58
632,251,199,3,606.8,0,1820.4
633,252,290,3,625.08,5,1781.48
634,252,193,2,227.72,0,455.44
635,252,560,3,366.63,0,1099.89
636,252,994,1,88.45,0,88.45
637,252,1189,3,617.43,0,1852.29
638,253,1116,1,643,20,514.4
639,253,10,2,358.52,0,717.04
640,253,844,1,459.84,20,367.87
641,254,1163,3,486.82,0,1460.46
642,254,230,3,170.62,0,511.86
643,255,1154,1,347.44,0,347.44
644,256,833,4,103.91,0,415.64
645,256,606,1,143.08,5,135.93
646,256,228,2,591.29,0,1182.58
647,256,935,1,111.7,0,111.7
648,256,49,1,54.43,0,54.43
649,257,614,1,45.89,0,45.89
650,258,66,1,85.47,0,85.47
651,258,2,1,291.85,20,233.48
652,258,201,1,196.56,5,186.73
653,258,664,1,176.89,0,176.89
654,258,86,4,744.49,5,2829.06
655,259,698,1,52.88,0,52.88
656,259,377,1,31.35,0,31.35
657,259,753,4,200.94,0,803.76
658,259,155,1,653.22,0,653.22
659,259,429,1,71.69,20,57.35
660,260,1150,1,531.41,0,531.41
661,260,588,1,69.47,5,66
662,260,89,1,471.82,0,471.82
663,260,1167,1,210.9,0,210.9
664,260,720,1,640.81,0,640.81
665,261,498,3,546.17,0,1638.51
666,262,1035,1,386.35,0,386.35
667,262,600,4,200.79,10,722.84
668,262,465,1,499.29,0,499.29
669,263,688,2,226.86,0,453.72
670,264,398,2,531.24,0,1062.48
671,264,802,2,461.87,0,923.74
672,264,136,4,675.61,0,2702.44
673,264,977,1,43,0,43
674,264,829,1,669.5,0,669.5
675,265,67,1,601.52,20,481.22
676,265,327,1,127.72,0,127.72
677,265,573,1,441.5,5,419.42
678,266,1095,1,10.21,0,10.21
679,266,835,2,557.91,20,892.66
680,266,773,3,517.34,0,1552.02
681,266,1165,1,497.15,0,497.15
682,267,913,3,115.53,15,294.6
683,268,51,1,623.32,0,623.32
684,269,1071,2,482.31,0,964.62
685,269,934,3,411.43,0,1234.29
686,269,1046,2,556.03,20,889.65
687,269,998,2,355.68,20,569.09
688,269,385,4,243.18,0,972.72
689,270,889,4,813.39,0,3253.56
690,271,222,1,272.14,0,272.14
691,272,485,2,604.24,0,1208.48
692,272,7,4,464.34,0,1857.36
693,272,61,1,776.28,0,776.28
694,272,308,1,459.23,0,459.23
695,272,1100,4,122.72,0,490.88
696,273,799,1,290.71,0,290.71
697,274,867,1,780.23,0,780.23
698,275,656,1,187.54,0,187.54
699,275,318,1,148.94,10,134.05
700,275,1017,3,583.28,20,1399.87
701,275,680,1,500.97,0,500.97
702,275,879,2,195.66,5,371.75
703,276,592,2,609.32,0,1218.64
704,276,623,1,262.15,0,262.15
705,277,1083,1,827.74,0,827.74
706,277,1028,3,538.05,5,1533.44
707,277,258,3,205.06,15,522.9
708,277,411,2,599.57,0,1199.14
709,278,87,2,641.7,0,1283.4
710,278,468,1,485.7,0,485.7
711,278,466,1,423.82,0,423.82
712,278,665,1,635.5,15,540.17
713,279,45,4,381.74,0,1526.96
714,279,728,4,644.31,0,2577.24
715,279,396,1,234.71,15,199.5
716,280,1121,2,288.91,15,491.15
717,280,1130,2,784.54,0,1569.08
718,280,475,1,531.03,0,531.03
719,281,1057,2,459.37,0,918.74
720,282,852,4,545.03,0,2180.12
721,282,245,4,169.02,0,676.08
722,282,1118,2,92.29,0,184.58
723,283,1078,1,320.04,0,320.04
724,283,420,1,750.92,5,713.37
725,283,170,2,367.16,15,624.17
726,283,657,2,796.1,0,1592.2
727,284,1000,2,232.78,10,419
728,285,670,4,553.68,0,2214.72
729,286,174,1,561.04,10,504.94
730,286,5,1,270.2,0,270.2
731,286,39,4,380.18,0,1520.72
732,287,187,1,187.4,0,187.4
733,288,948,1,747.09,20,597.67
734,288,304,1,546.34,0,546.34
735,289,784,1,711.32,0,711.32
736,290,614,1,45.89,0,45.89
737,290,106,2,343.79,0,687.58
738,290,1002,1,694.19,0,694.19
739,291,381,1,561.48,0,561.48
740,292,1008,1,567.44,5,539.07
741,292,547,3,138.25,0,414.75
742,292,994,1,88.45,15,75.18
743,292,1064,1,329.61,0,329.61
744,292,851,1,705.28,0,705.28
745,293,9,1,527.96,15,448.77
746,293,865,3,558.03,0,1674.09
747,293,290,1,625.08,0,625.08
748,293,991,3,394.71,0,1184.13
749,294,1042,1,128.86,0,128.86
750,294,782,3,30.51,5,86.95
751,295,120,4,545.76,0,2183.04
752,295,1046,1,556.03,0,556.03
753,295,209,1,140.74,5,133.7
754,295,373,4,498.95,0,1995.8
755,295,838,1,460.87,0,460.87
756,296,760,2,205.35,15,349.1
757,297,340,1,156.09,0,156.09
758,297,411,2,599.57,10,1079.23
759,297,896,1,257.86,0,257.86
760,297,897,4,473.57,0,1894.28
761,297,13,2,761.84,0,1523.68
