id,product_id,customer_id,rating,title,body,is_verified_purchase,created_at
117,647,1644,5,Absolutely love it!,Exactly as described. I use it every day and couldn't be happier.,0,2024-05-11T13:22:02Z
118,745,1871,5,Best purchase this year,Fantastic value. Shipping was fast and packaging was excellent.,0,2024-02-10T02:43:34Z
119,811,1387,5,Absolutely love it!,Fantastic value. Shipping was fast and packaging was excellent.,1,2023-11-17T21:47:16Z
120,644,16,5,Best purchase this year,Exactly as described. I use it every day and couldn't be happier.,1,2023-11-01T03:56:18Z
121,616,2073,4,Solid product,"Good quality overall, minor nitpicks but nothing serious. Would recommend.",1,2024-10-22T00:32:44Z
122,992,1879,5,Absolutely love it!,Fantastic value. Shipping was fast and packaging was excellent.,1,2023-12-30T07:44:44Z
123,1181,1466,5,Highly recommend,Exactly as described. I use it every day and couldn't be happier.,1,2023-08-07T17:53:39Z
124,801,469,5,Exceeded expectations,Fantastic value. Shipping was fast and packaging was excellent.,0,2022-08-30T04:06:49Z
125,232,2106,5,Best purchase this year,Fantastic value. Shipping was fast and packaging was excellent.,0,2024-08-17T16:09:15Z
126,536,67,5,Absolutely love it!,Exactly as described. I use it every day and couldn't be happier.,1,2022-04-07T03:39:45Z
127,1031,2019,5,Highly recommend,Fantastic value. Shipping was fast and packaging was excellent.,1,2024-06-01T16:46:34Z
128,249,2042,3,Average,Okay quality. Gets the job done but wouldn't rave about it.,0,2024-09-20T05:48:40Z
129,956,1953,3,Does the job,Average product. Works but I expected a little more.,1,2024-01-14T05:29:50Z
130,226,683,5,Highly recommend,Works perfectly and arrived quickly. Great quality for the price.,0,2022-06-08T08:49:45Z
131,702,1578,5,Absolutely love it!,Exactly as described. I use it every day and couldn't be happier.,1,2024-10-10T15:12:32Z
132,335,74,5,Highly recommend,Works perfectly and arrived quickly. Great quality for the price.,1,2022-10-29T12:57:23Z
133,738,669,4,Very good,Solid product for the price. A couple of small things could be better.,0,2022-12-09T06:27:20Z
134,1007,1345,1,Terrible,Poor quality and not as described. Would not recommend.,1,2024-06-15T23:00:35Z
135,890,38,3,Does the job,It's fine for the price but nothing special. Meets basic needs.,1,2022-05-25T16:46:04Z
136,545,609,5,Exceeded expectations,Fantastic value. Shipping was fast and packaging was excellent.,1,2025-02-07T16:49:31Z
137,16,212,4,Happy with it,Does what it says. Happy with the purchase and would buy from this brand again.,0,2022-01-12T23:47:10Z
138,699,441,5,Highly recommend,Exactly as described. I use it every day and couldn't be happier.,1,2024-07-03T09:03:40Z
139,555,680,4,Very good,"Good quality overall, minor nitpicks but nothing serious. Would recommend.",1,2022-07-15T11:20:16Z
140,67,231,3,Average,Okay quality. Gets the job done but wouldn't rave about it.,1,2023-11-14T16:24:14Z
141,120,2236,5,Exceeded expectations,Exactly as described. I use it every day and couldn't be happier.,1,2025-01-01T02:08:24Z
142,665,2477,3,Does the job,Average product. Works but I expected a little more.,1,2024-12-25T10:28:05Z
143,805,2757,5,Best purchase this year,Exactly as described. I use it every day and couldn't be happier.,1,2024-11-12T18:47:12Z
144,252,817,5,Exceeded expectations,Works perfectly and arrived quickly. Great quality for the price.,1,2023-07-27T05:29:09Z
145,906,470,5,Highly recommend,Exactly as described. I use it every day and couldn't be happier.,1,2023-01-21T14:52:09Z
146,700,747,5,Best purchase this year,Fantastic value. Shipping was fast and packaging was excellent.,1,2022-07-26T07:31:51Z
147,266,1114,4,Very good,"Good quality overall, minor nitpicks but nothing serious. Would recommend.",1,2024-10-21T22:31:01Z
148,938,463,5,Exceeded expectations,Works perfectly and arrived quickly. Great quality for the price.,1,2022-03-09T09:22:39Z
149,549,459,5,Highly recommend,Works perfectly and arrived quickly. Great quality for the price.,1,2025-01-06T18:51:48Z
150,247,107,4,Solid product,Solid product for the price. A couple of small things could be better.,1,2024-07-28T04:03:28Z
151,249,239,5,Exceeded expectations,Exactly as described. I use it every day and couldn't be happier.,1,2024-06-20T23:59:41Z
152,144,964,5,Absolutely love it!,Fantastic value. Shipping was fast and packaging was excellent.,1,2024-09-26T08:47:36Z
153,1144,1051,5,Highly recommend,Works perfectly and arrived quickly. Great quality for the price.,0,2022-11-26T02:57:05Z
154,593,2545,5,Best purchase this year,Exactly as described. I use it every day and couldn't be happier.,0,2025-03-01T00:38:34Z
155,1054,457,5,Absolutely love it!,Works perfectly and arrived quickly. Great quality for the price.,1,2022-08-21T01:25:55Z
156,512,2506,5,Best purchase this year,Fantastic value. Shipping was fast and packaging was excellent.,1,2024-12-11T19:37:32Z
157,580,2506,5,Best purchase this year,Exactly as described. I use it every day and couldn't be happier.,0,2024-08-11T11:29:16Z
158,297,616,4,Very good,Solid product for the price. A couple of small things could be better.,1,2024-08-01T05:14:01Z
159,334,948,5,Absolutely love it!,Exactly as described. I use it every day and couldn't be happier.,1,2023-02-06T17:16:32Z
160,1003,1426,5,Highly recommend,Exactly as described. I use it every day and couldn't be happier.,1,2023-09-27T06:47:29Z
161,158,76,4,Would buy again,Does what it says. Happy with the purchase and would buy from this brand again.,1,2023-08-13T05:34:27Z
162,174,575,5,Absolutely love it!,Fantastic value. Shipping was fast and packaging was excellent.,1,2023-01-25T01:42:28Z
163,1099,61,1,Terrible,Poor quality and not as described. Would not recommend.,1,2024-01-10T07:35:20Z
164,951,2563,4,Solid product,Does what it says. Happy with the purchase and would buy from this brand again.,1,2024-11-06T16:16:22Z
165,566,1149,4,Very good,Solid product for the price. A couple of small things could be better.,0,2023-02-25T12:42:20Z
166,281,2194,5,Exceeded expectations,Works perfectly and arrived quickly. Great quality for the price.,1,2024-06-10T04:14:43Z
167,668,1817,4,Very good,Solid product for the price. A couple of small things could be better.,1,2023-12-22T16:27:47Z
168,735,46,5,Best purchase this year,Works perfectly and arrived quickly. Great quality for the price.,1,2021-05-22T00:21:50Z
169,1098,2307,5,Best purchase this year,Works perfectly and arrived quickly. Great quality for the price.,1,2024-09-02T15:19:42Z
170,1030,1167,2,Below expectations,Had some issues out of the box. Wouldn't buy again.,1,2023-04-28T23:28:17Z
171,1124,2468,4,Would buy again,Does what it says. Happy with the purchase and would buy from this brand again.,1,2024-08-06T03:55:39Z
172,10,115,5,Highly recommend,Fantastic value. Shipping was fast and packaging was excellent.,1,2024-05-07T21:10:56Z
173,932,1591,5,Highly recommend,Works perfectly and arrived quickly. Great quality for the price.,1,2023-11-11T12:35:18Z
174,1143,930,2,Below expectations,Not what I hoped for. Quality feels cheaper than expected.,0,2022-12-23T15:18:37Z
175,65,1481,5,Highly recommend,Works perfectly and arrived quickly. Great quality for the price.,1,2024-08-09T21:45:33Z
176,224,2019,3,Does the job,Average product. Works but I expected a little more.,1,2024-11-15T00:02:04Z
177,754,2144,4,Would buy again,Does what it says. Happy with the purchase and would buy from this brand again.,1,2024-06-26T21:41:38Z
178,762,15,5,Exceeded expectations,Fantastic value. Shipping was fast and packaging was excellent.,1,2022-01-23T01:55:09Z
179,713,2685,4,Happy with it,"Good quality overall, minor nitpicks but nothing serious. Would recommend.",1,2024-10-04T15:03:09Z
180,1096,1165,1,Would not recommend,Poor quality and not as described. Would not recommend.,1,2023-09-13T09:22:01Z
181,1067,766,2,Below expectations,Below average. Doesn't quite live up to the description.,0,2023-03-20T12:35:09Z
182,1131,1154,1,Waste of money,Poor quality and not as described. Would not recommend.,1,2023-08-12T11:39:11Z
183,1117,49,4,Very good,Solid product for the price. A couple of small things could be better.,1,2021-07-18T11:07:09Z
184,1004,663,5,Exceeded expectations,Exactly as described. I use it every day and couldn't be happier.,0,2023-03-06T13:09:13Z
185,360,49,3,Decent for the price,Average product. Works but I expected a little more.,1,2021-06-27T16:27:21Z
186,317,117,5,Highly recommend,Fantastic value. Shipping was fast and packaging was excellent.,1,2021-11-11T10:45:05Z
187,1054,1182,3,Does the job,It's fine for the price but nothing special. Meets basic needs.,0,2023-01-27T12:57:52Z
188,432,2549,3,It's okay,Okay quality. Gets the job done but wouldn't rave about it.,1,2024-12-14T07:27:45Z
189,533,896,5,Absolutely love it!,Works perfectly and arrived quickly. Great quality for the price.,0,2022-09-16T11:05:33Z
190,304,2155,5,Absolutely love it!,Exactly as described. I use it every day and couldn't be happier.,0,2024-05-20T16:01:55Z
191,431,335,5,Absolutely love it!,Fantastic value. Shipping was fast and packaging was excellent.,0,2022-07-12T13:01:58Z
192,333,1666,5,Exceeded expectations,Works perfectly and arrived quickly. Great quality for the price.,1,2024-07-02T02:41:37Z
193,889,875,4,Very good,"Good quality overall, minor nitpicks but nothing serious. Would recommend.",1,2024-12-30T12:39:18Z
194,937,2310,3,Decent for the price,It's fine for the price but nothing special. Meets basic needs.,1,2024-08-17T17:03:36Z
195,437,2518,1,Terrible,Poor quality and not as described. Would not recommend.,1,2025-02-06T08:12:54Z
196,191,380,5,Highly recommend,Exactly as described. I use it every day and couldn't be happier.,1,2023-08-24T15:48:20Z
197,800,1071,5,Absolutely love it!,Exactly as described. I use it every day and couldn't be happier.,1,2024-07-23T03:22:37Z
198,1176,2506,5,Absolutely love it!,Exactly as described. I use it every day and couldn't be happier.,1,2024-12-05T03:33:57Z
199,970,345,3,Decent for the price,It's fine for the price but nothing special. Meets basic needs.,0,2022-01-02T09:00:21Z
200,1053,2431,5,Absolutely love it!,Works perfectly and arrived quickly. Great quality for the price.,1,2024-11-12T02:08:14Z
201,65,531,5,Absolutely love it!,Works perfectly and arrived quickly. Great quality for the price.,1,2024-03-29T15:21:55Z
202,956,2382,4,Would buy again,"Good quality overall, minor nitpicks but nothing serious. Would recommend.",1,2024-11-18T17:12:49Z
203,439,1098,5,Best purchase this year,Works perfectly and arrived quickly. Great quality for the price.,0,2023-09-20T18:34:06Z
204,368,101,5,Absolutely love it!,Works perfectly and arrived quickly. Great quality for the price.,1,2022-06-17T16:43:18Z
205,268,61,5,Exceeded expectations,Works perfectly and arrived quickly. Great quality for the price.,1,2023-04-22T16:17:29Z
206,302,2196,3,Does the job,Average product. Works but I expected a little more.,1,2024-07-01T17:58:37Z
207,460,419,5,Highly recommend,Works perfectly and arrived quickly. Great quality for the price.,1,2023-04-04T20:32:09Z
208,38,577,3,Average,It's fine for the price but nothing special. Meets basic needs.,1,2023-06-15T05:10:34Z
209,555,90,5,Exceeded expectations,Fantastic value. Shipping was fast and packaging was excellent.,1,2024-08-26T19:28:24Z
210,599,257,5,Exceeded expectations,Exactly as described. I use it every day and couldn't be happier.,1,2022-09-10T11:54:20Z
211,1036,2886,5,Exceeded expectations,Fantastic value. Shipping was fast and packaging was excellent.,1,2025-01-26T22:52:57Z
212,546,2427,5,Best purchase this year,Works perfectly and arrived quickly. Great quality for the price.,0,2024-06-09T17:15:20Z
213,967,1547,4,Would buy again,Solid product for the price. A couple of small things could be better.,0,2023-06-24T15:01:55Z
214,188,637,4,Solid product,"Good quality overall, minor nitpicks but nothing serious. Would recommend.",1,2023-05-10T00:11:36Z
215,559,1100,5,Exceeded expectations,Fantastic value. Shipping was fast and packaging was excellent.,1,2024-10-19T17:12:10Z
216,1170,2667,2,Not great,Below average. Doesn't quite live up to the description.,0,2025-06-26T06:21:59Z
217,133,873,3,Decent for the price,Average product. Works but I expected a little more.,1,2023-04-20T07:11:04Z
218,825,1810,4,Would buy again,Solid product for the price. A couple of small things could be better.,0,2023-12-14T06:58:19Z
219,1102,1365,5,Best purchase this year,Fantastic value. Shipping was fast and packaging was excellent.,1,2024-12-30T06:26:30Z
220,4,679,5,Best purchase this year,Exactly as described. I use it every day and couldn't be happier.,0,2023-03-11T16:29:56Z
221,889,1663,5,Exceeded expectations,Works perfectly and arrived quickly. Great quality for the price.,1,2024-09-15T21:50:37Z
222,494,8,5,Exceeded expectations,Exactly as described. I use it every day and couldn't be happier.,1,2024-10-10T04:03:03Z
223,257,1815,5,Highly recommend,Fantastic value. Shipping was fast and packaging was excellent.,1,2024-12-04T08:32:43Z
224,1032,2497,5,Absolutely love it!,Exactly as described. I use it every day and couldn't be happier.,1,2025-01-27T18:46:56Z
225,921,2915,2,Meh,Below average. Doesn't quite live up to the description.,1,2025-02-07T02:12:16Z
226,1176,608,5,Exceeded expectations,Fantastic value. Shipping was fast and packaging was excellent.,1,2023-08-11T21:40:03Z
227,326,1140,2,Below expectations,Had some issues out of the box. Wouldn't buy again.,0,2023-05-31T03:54:26Z
228,1022,2667,3,It's okay,Average product. Works but I expected a little more.,1,2024-12-18T14:36:49Z
229,1157,2010,5,Absolutely love it!,Fantastic value. Shipping was fast and packaging was excellent.,0,2024-06-23T14:43:30Z
230,778,123,2,Meh,Not what I hoped for. Quality feels cheaper than expected.,0,2022-01-06T09:37:54Z
231,343,1361,5,Absolutely love it!,Fantastic value. Shipping was fast and packaging was excellent.,1,2023-10-14T10:14:08Z
232,16,936,5,Exceeded expectations,Fantastic value. Shipping was fast and packaging was excellent.,1,2024-10-17T00:59:54Z
233,953,163,5,Best purchase this year,Fantastic value. Shipping was fast and packaging was excellent.,1,2022-11-28T05:41:55Z
234,229,1835,2,Disappointed,Below average. Doesn't quite live up to the description.,1,2024-02-20T07:26:06Z
235,8,8,5,Absolutely love it!,Exactly as described. I use it every day and couldn't be happier.,1,2022-07-27T06:57:19Z
236,686,1443,4,Solid product,Does what it says. Happy with the purchase and would buy from this brand again.,1,2023-09-04T01:42:23Z
237,130,344,5,Absolutely love it!,Exactly as described. I use it every day and couldn't be happier.,1,2023-09-24T21:49:40Z
238,260,1937,5,Best purchase this year,Fantastic value. Shipping was fast and packaging was excellent.,1,2024-04-26T08:05:18Z
239,1121,372,3,Decent for the price,Okay quality. Gets the job done but wouldn't rave about it.,1,2022-12-05T07:55:11Z
240,676,191,5,Best purchase this year,Works perfectly and arrived quickly. Great quality for the price.,1,2024-02-03T06:32:07Z
241,1032,2332,4,Very good,Solid product for the price. A couple of small things could be better.,1,2024-06-16T07:05:55Z
242,175,139,5,Absolutely love it!,Fantastic value. Shipping was fast and packaging was excellent.,1,2022-07-03T22:32:05Z
243,783,17,3,Decent for the price,It's fine for the price but nothing special. Meets basic needs.,1,2021-02-25T08:33:08Z
244,206,1196,5,Best purchase this year,Fantastic value. Shipping was fast and packaging was excellent.,1,2023-07-28T17:36:06Z
245,28,1815,5,Highly recommend,Works perfectly and arrived quickly. Great quality for the price.,1,2024-12-14T23:43:20Z
246,83,1170,4,Would buy again,Solid product for the price. A couple of small things could be better.,1,2023-04-10T10:40:07Z
247,883,1223,5,Exceeded expectations,Exactly as described. I use it every day and couldn't be happier.,1,2024-10-19T05:44:44Z
248,30,156,3,Decent for the price,Okay quality. Gets the job done but wouldn't rave about it.,1,2023-01-18T14:44:39Z
249,142,2089,5,Exceeded expectations,Fantastic value. Shipping was fast and packaging was excellent.,1,2024-08-02T03:26:18Z
250,995,121,5,Exceeded expectations,Works perfectly and arrived quickly. Great quality for the price.,1,2022-09-23T15:31:24Z
251,565,140,3,Average,Okay quality. Gets the job done but wouldn't rave about it.,0,2021-12-27T02:22:18Z
